colour	x	y	group	showSelectedlegendcolour
#F8766D	71.0185365853659	2.859	1	East Asia & Pacific
#F8766D	71.0682926829268	2.961	1	East Asia & Pacific
#F8766D	71.4575609756098	2.744	1	East Asia & Pacific
#F8766D	71.8468292682927	2.491	1	East Asia & Pacific
#F8766D	72.2360975609756	2.397	1	East Asia & Pacific
#F8766D	72.6253658536586	2.148	1	East Asia & Pacific
#F8766D	67.1051463414634	5.751	2	East Asia & Pacific
#F8766D	67.5096097560976	5.771	2	East Asia & Pacific
#F8766D	67.9030975609756	5.758	2	East Asia & Pacific
#F8766D	68.2850731707317	5.687	2	East Asia & Pacific
#F8766D	68.6580731707317	5.555	2	East Asia & Pacific
#F8766D	69.0215853658537	5.365	2	East Asia & Pacific
#F8766D	43.6327073170732	5.924	3	East Asia & Pacific
#F8766D	42.2078536585366	5.747	3	East Asia & Pacific
#F8766D	40.3466097560976	5.534	3	East Asia & Pacific
#F8766D	38.2119268292683	5.302	3	East Asia & Pacific
#F8766D	36.0111951219512	5.075	3	East Asia & Pacific
#F8766D	34.1257317073171	4.901	3	East Asia & Pacific
#F8766D	62.902243902439	5.512	4	East Asia & Pacific
#F8766D	63.8667317073171	5.24	4	East Asia & Pacific
#F8766D	64.5144390243902	4.91	4	East Asia & Pacific
#F8766D	64.9957804878049	4.544	4	East Asia & Pacific
#F8766D	65.3712682926829	4.16	4	East Asia & Pacific
#F8766D	65.6915609756098	3.783	4	East Asia & Pacific
#F8766D	59.900756097561	4.543	5	East Asia & Pacific
#F8766D	60.2468536585366	4.397	5	East Asia & Pacific
#F8766D	60.5824634146342	4.275	5	East Asia & Pacific
#F8766D	60.9075609756098	4.178	5	East Asia & Pacific
#F8766D	61.2226341463415	4.106	5	East Asia & Pacific
#F8766D	61.5300975609756	4.054	5	East Asia & Pacific
#F8766D	60.2612926829268	5.722	6	East Asia & Pacific
#F8766D	60.5771951219512	5.505	6	East Asia & Pacific
#F8766D	60.8628292682927	5.279	6	East Asia & Pacific
#F8766D	61.1305853658537	5.055	6	East Asia & Pacific
#F8766D	61.3984146341463	4.841	6	East Asia & Pacific
#F8766D	61.7008536585366	4.643	6	East Asia & Pacific
#F8766D	65.8673170731708	4.372	7	East Asia & Pacific
#F8766D	66.2754878048781	4.248	7	East Asia & Pacific
#F8766D	66.6707317073171	4.137	7	East Asia & Pacific
#F8766D	67.0530487804878	4.028	7	East Asia & Pacific
#F8766D	67.4224390243903	3.917	7	East Asia & Pacific
#F8766D	67.7789024390244	3.801	7	East Asia & Pacific
#F8766D	71.4524390243903	3.421	8	East Asia & Pacific
#F8766D	71.4585365853659	3.459	8	East Asia & Pacific
#F8766D	71.4560975609756	3.315	8	East Asia & Pacific
#F8766D	72.109756097561	3.177	8	East Asia & Pacific
#F8766D	72.6121951219512	2.967	8	East Asia & Pacific
#F8766D	73.3682926829268	2.666	8	East Asia & Pacific
#F8766D	51.8299756097561	5.474	9	East Asia & Pacific
#F8766D	52.4671463414634	5.413	9	East Asia & Pacific
#F8766D	53.0944390243903	5.338	9	East Asia & Pacific
#F8766D	53.7088048780488	5.251	9	East Asia & Pacific
#F8766D	54.3071707317073	5.152	9	East Asia & Pacific
#F8766D	54.8905365853659	5.043	9	East Asia & Pacific
#F8766D	71.950243902439	2.135	10	East Asia & Pacific
#F8766D	72.8829268292683	2.16	10	East Asia & Pacific
#F8766D	73.5065853658537	2.14	10	East Asia & Pacific
#F8766D	73.7575609756097	2.14	10	East Asia & Pacific
#F8766D	74.3939024390244	2.05	10	East Asia & Pacific
#F8766D	75.0573170731707	1.909	10	East Asia & Pacific
#F8766D	61.5753414634146	4.036	12	East Asia & Pacific
#F8766D	62.3602195121951	3.927	12	East Asia & Pacific
#F8766D	63.1322195121951	3.761	12	East Asia & Pacific
#F8766D	63.8760243902439	3.556	12	East Asia & Pacific
#F8766D	64.5797317073171	3.326	12	East Asia & Pacific
#F8766D	65.2314390243902	3.101	12	East Asia & Pacific
#F8766D	61.2072682926829	4.53	13	East Asia & Pacific
#F8766D	62.4436585365854	4.54	13	East Asia & Pacific
#F8766D	62.8365853658537	4.14	13	East Asia & Pacific
#F8766D	63.229512195122	4.1	13	East Asia & Pacific
#F8766D	63.5926829268293	3.81	13	East Asia & Pacific
#F8766D	63.9558536585366	3.47	13	East Asia & Pacific
#F8766D	46.0325365853659	5.974	14	East Asia & Pacific
#F8766D	46.2486585365854	5.979	14	East Asia & Pacific
#F8766D	46.4748292682927	5.99	14	East Asia & Pacific
#F8766D	46.7140731707317	6.006	14	East Asia & Pacific
#F8766D	46.9683170731707	6.029	14	East Asia & Pacific
#F8766D	47.2365365853659	6.059	14	East Asia & Pacific
#F8766D	69.6424390243902	2.166	15	East Asia & Pacific
#F8766D	70.0413902439025	1.98	15	East Asia & Pacific
#F8766D	70.4308780487805	1.821	15	East Asia & Pacific
#F8766D	70.8113902439025	1.683	15	East Asia & Pacific
#F8766D	71.1824146341463	1.568	15	East Asia & Pacific
#F8766D	71.5459756097561	1.484	15	East Asia & Pacific
#F8766D	63.9407073170732	4.858	16	East Asia & Pacific
#F8766D	64.3306341463415	4.722	16	East Asia & Pacific
#F8766D	64.7090975609756	4.593	16	East Asia & Pacific
#F8766D	65.0780731707317	4.463	16	East Asia & Pacific
#F8766D	65.4375853658537	4.334	16	East Asia & Pacific
#F8766D	65.7871219512195	4.209	16	East Asia & Pacific
#F8766D	61.6335853658537	6.938	18	East Asia & Pacific
#F8766D	62.0705853658537	6.925	18	East Asia & Pacific
#F8766D	62.5205853658537	6.894	18	East Asia & Pacific
#F8766D	62.9755853658537	6.842	18	East Asia & Pacific
#F8766D	63.4265853658537	6.77	18	East Asia & Pacific
#F8766D	63.8545853658537	6.682	18	East Asia & Pacific
#F8766D	55.7422682926829	7.569	19	East Asia & Pacific
#F8766D	56.1934390243903	7.546	19	East Asia & Pacific
#F8766D	56.5631707317073	7.497	19	East Asia & Pacific
#F8766D	56.8453902439024	7.413	19	East Asia & Pacific
#F8766D	57.0445853658537	7.294	19	East Asia & Pacific
#F8766D	57.1662926829268	7.144	19	East Asia & Pacific
#F8766D	49.9803902439024	6.076	20	East Asia & Pacific
#F8766D	50.6556829268293	6.012	20	East Asia & Pacific
#F8766D	51.3139268292683	5.914	20	East Asia & Pacific
#F8766D	51.9601219512195	5.781	20	East Asia & Pacific
#F8766D	52.585243902439	5.617	20	East Asia & Pacific
#F8766D	53.1732682926829	5.431	20	East Asia & Pacific
#F8766D	63.0292682926829	4.3	21	East Asia & Pacific
#F8766D	63.4780487804878	4.1757142857	21	East Asia & Pacific
#F8766D	63.9268292682927	4.0514285714	21	East Asia & Pacific
#F8766D	64.3756097560976	3.9271428571	21	East Asia & Pacific
#F8766D	64.8243902439024	3.8028571429	21	East Asia & Pacific
#F8766D	65.2731707317073	3.6785714286	21	East Asia & Pacific
#F8766D	71.2731707317073	3.158	22	East Asia & Pacific
#F8766D	71.7731707317073	3.194	22	East Asia & Pacific
#F8766D	71.8292682926829	3	22	East Asia & Pacific
#F8766D	71.6682926829268	2.696	22	East Asia & Pacific
#F8766D	71.9243902439024	2.57	22	East Asia & Pacific
#F8766D	72.219512195122	2.331	22	East Asia & Pacific
#F8766D	46.0409268292683	6.163	25	East Asia & Pacific
#F8766D	46.7274634146342	6.137	25	East Asia & Pacific
#F8766D	47.3813170731707	6.108	25	East Asia & Pacific
#F8766D	48.0148292682927	6.077	25	East Asia & Pacific
#F8766D	48.6373658536585	6.041	25	East Asia & Pacific
#F8766D	49.270512195122	6	25	East Asia & Pacific
#F8766D	60.7420731707317	6.264	26	East Asia & Pacific
#F8766D	61.0070243902439	6.152	26	East Asia & Pacific
#F8766D	61.2660243902439	6.041	26	East Asia & Pacific
#F8766D	61.5205609756098	5.931	26	East Asia & Pacific
#F8766D	61.7701219512195	5.824	26	East Asia & Pacific
#F8766D	62.015243902439	5.718	26	East Asia & Pacific
#F8766D	54.969512195122	6.101	27	East Asia & Pacific
#F8766D	55.469512195122	5.93	27	East Asia & Pacific
#F8766D	55.969512195122	5.755	27	East Asia & Pacific
#F8766D	56.469512195122	5.578	27	East Asia & Pacific
#F8766D	56.969512195122	5.402	27	East Asia & Pacific
#F8766D	57.469512195122	5.237	27	East Asia & Pacific
#F8766D	68.2814146341463	3.086	28	East Asia & Pacific
#F8766D	68.66	3.038	28	East Asia & Pacific
#F8766D	69.0659756097561	3.048	28	East Asia & Pacific
#F8766D	69.4784634146342	2.8	28	East Asia & Pacific
#F8766D	69.8854634146341	2.359	28	East Asia & Pacific
#F8766D	70.2714146341463	2.079	28	East Asia & Pacific
#F8766D	54.3877073170732	6.914	29	East Asia & Pacific
#F8766D	54.9066829268293	7.04	29	East Asia & Pacific
#F8766D	55.4386341463415	7.145	29	East Asia & Pacific
#F8766D	55.9770975609756	7.216	29	East Asia & Pacific
#F8766D	56.5105609756098	7.248	29	East Asia & Pacific
#F8766D	57.0305365853659	7.236	29	East Asia & Pacific
#F8766D	59.8366585365854	5.595	30	East Asia & Pacific
#F8766D	60.2802926829268	5.397	30	East Asia & Pacific
#F8766D	60.7300731707317	5.181	30	East Asia & Pacific
#F8766D	61.1890243902439	4.953	30	East Asia & Pacific
#F8766D	61.6651951219512	4.721	30	East Asia & Pacific
#F8766D	62.1719756097561	4.488	30	East Asia & Pacific
#F8766D	39.5288780487805	5.917	31	East Asia & Pacific
#F8766D	39.575243902439	5.751	31	East Asia & Pacific
#F8766D	39.0880975609756	5.541	31	East Asia & Pacific
#F8766D	38.082512195122	5.298	31	East Asia & Pacific
#F8766D	36.6681463414634	5.037	31	East Asia & Pacific
#F8766D	35.1138536585366	4.794	31	East Asia & Pacific
#F8766D	64.8850975609756	5.941	32	East Asia & Pacific
#F8766D	65.2048048780488	5.761	32	East Asia & Pacific
#F8766D	65.5079756097561	5.616	32	East Asia & Pacific
#F8766D	65.7950487804878	5.512	32	East Asia & Pacific
#F8766D	66.0660243902439	5.449	32	East Asia & Pacific
#F8766D	66.3233902439025	5.426	32	East Asia & Pacific
#F8766D	52.4798048780488	6.272	34	East Asia & Pacific
#F8766D	53.0796341463415	6.202	34	East Asia & Pacific
#F8766D	53.6794390243902	6.134	34	East Asia & Pacific
#F8766D	54.2792682926829	6.067	34	East Asia & Pacific
#F8766D	54.8786097560976	5.999	34	East Asia & Pacific
#F8766D	55.4799756097561	5.929	34	East Asia & Pacific
#F8766D	47.6914634146342	7.362	35	East Asia & Pacific
#F8766D	47.7492682926829	7.287	35	East Asia & Pacific
#F8766D	47.9240487804878	7.17	35	East Asia & Pacific
#F8766D	48.2728780487805	7.008	35	East Asia & Pacific
#F8766D	48.8243902439024	6.807	35	East Asia & Pacific
#F8766D	49.5998048780488	6.574	35	East Asia & Pacific
#C49A00	66.9894390243903	4.872	36	Europe & Central Asia
#C49A00	67.265512195122	4.778	36	Europe & Central Asia
#C49A00	67.5444634146342	4.688	36	Europe & Central Asia
#C49A00	67.813512195122	4.598	36	Europe & Central Asia
#C49A00	68.0722682926829	4.507	36	Europe & Central Asia
#C49A00	68.3258292682927	4.417	36	Europe & Central Asia
#C49A00	69.9244390243903	3.208	38	Europe & Central Asia
#C49A00	70.1830487804878	3.118	38	Europe & Central Asia
#C49A00	70.367512195122	3.032	38	Europe & Central Asia
#C49A00	70.4793170731707	2.942	38	Europe & Central Asia
#C49A00	70.5239756097561	2.846	38	Europe & Central Asia
#C49A00	70.527512195122	2.745	38	Europe & Central Asia
#C49A00	69.8907317073171	2.29	39	Europe & Central Asia
#C49A00	70.0692682926829	2.202	39	Europe & Central Asia
#C49A00	70.4136585365854	2.102	39	Europe & Central Asia
#C49A00	70.9792682926829	1.97	39	Europe & Central Asia
#C49A00	70.9624390243903	1.95	39	Europe & Central Asia
#C49A00	71.0841463414634	1.82	39	Europe & Central Asia
#C49A00	64.7346097560976	4.612	40	Europe & Central Asia
#C49A00	64.9814390243903	4.479	40	Europe & Central Asia
#C49A00	65.1481219512195	4.348	40	Europe & Central Asia
#C49A00	65.2341707317073	4.216	40	Europe & Central Asia
#C49A00	65.2435853658537	4.084	40	Europe & Central Asia
#C49A00	65.1874390243903	3.95	40	Europe & Central Asia
#C49A00	70.5228780487805	2.31	41	Europe & Central Asia
#C49A00	70.6958048780488	2.31	41	Europe & Central Asia
#C49A00	70.8183170731707	2.28	41	Europe & Central Asia
#C49A00	70.8809268292683	2.25	41	Europe & Central Asia
#C49A00	70.8837317073171	2.21	41	Europe & Central Asia
#C49A00	70.8328780487805	2.17	41	Europe & Central Asia
#C49A00	70.9719512195122	2.2	42	Europe & Central Asia
#C49A00	71.0604878048781	2.208	42	Europe & Central Asia
#C49A00	71.4051219512195	2.09	42	Europe & Central Asia
#C49A00	71.6353658536586	1.95	42	Europe & Central Asia
#C49A00	71.9858536585366	1.83	42	Europe & Central Asia
#C49A00	71.9712195121951	1.736	42	Europe & Central Asia
#C49A00	65.9866097560976	2.881	43	Europe & Central Asia
#C49A00	66.5321219512195	2.775	43	Europe & Central Asia
#C49A00	67.0786585365854	2.675	43	Europe & Central Asia
#C49A00	67.6176341463415	2.581	43	Europe & Central Asia
#C49A00	68.1404634146342	2.493	43	Europe & Central Asia
#C49A00	68.6315853658537	2.412	43	Europe & Central Asia
#C49A00	71.2563414634146	2.17	44	Europe & Central Asia
#C49A00	70.8736585365854	2.1	44	Europe & Central Asia
#C49A00	70.899512195122	2.03	44	Europe & Central Asia
#C49A00	71.3421951219512	2.15	44	Europe & Central Asia
#C49A00	71.2080487804878	2.29	44	Europe & Central Asia
#C49A00	71.049756097561	2.23	44	Europe & Central Asia
#C49A00	71.7390487804878	2.121	45	Europe & Central Asia
#C49A00	71.836	2.019	45	Europe & Central Asia
#C49A00	71.9380487804878	1.918	45	Europe & Central Asia
#C49A00	72.0501707317073	1.822	45	Europe & Central Asia
#C49A00	72.1773658536585	1.735	45	Europe & Central Asia
#C49A00	72.3246097560976	1.659	45	Europe & Central Asia
#C49A00	68.8978536585366	2.007	46	Europe & Central Asia
#C49A00	69.1415853658537	1.987	46	Europe & Central Asia
#C49A00	69.3906341463415	1.975	46	Europe & Central Asia
#C49A00	69.6368780487805	1.972	46	Europe & Central Asia
#C49A00	69.8752195121951	1.976	46	Europe & Central Asia
#C49A00	70.0019512195122	1.985	46	Europe & Central Asia
#C49A00	72.5266585365854	2.61	47	Europe & Central Asia
#C49A00	72.7776341463415	2.547	47	Europe & Central Asia
#C49A00	73.0211219512195	2.491	47	Europe & Central Asia
#C49A00	73.2575853658537	2.44	47	Europe & Central Asia
#C49A00	73.4875609756098	2.393	47	Europe & Central Asia
#C49A00	73.7115365853659	2.352	47	Europe & Central Asia
#C49A00	69.440243902439	1.929	48	Europe & Central Asia
#C49A00	69.6770731707317	1.99	48	Europe & Central Asia
#C49A00	70.1765853658537	2.09	48	Europe & Central Asia
#C49A00	70.0226829268293	2.31	48	Europe & Central Asia
#C49A00	70.0865853658537	2.46	48	Europe & Central Asia
#C49A00	70.4146341463415	2.43	48	Europe & Central Asia
#C49A00	73.3434146341463	1.95	49	Europe & Central Asia
#C49A00	73.4146341463415	2.043	49	Europe & Central Asia
#C49A00	73.4390243902439	2.029	49	Europe & Central Asia
#C49A00	73.6821951219512	1.917	49	Europe & Central Asia
#C49A00	73.8082926829268	1.897	49	Europe & Central Asia
#C49A00	74.0751219512195	1.919	49	Europe & Central Asia
#C49A00	70.0985609756098	2.16	50	Europe & Central Asia
#C49A00	70.1076341463415	2.18	50	Europe & Central Asia
#C49A00	70.0723902439024	2.16	50	Europe & Central Asia
#C49A00	69.9939268292683	2.13	50	Europe & Central Asia
#C49A00	69.8793170731707	2.1	50	Europe & Central Asia
#C49A00	69.7346341463415	2.08	50	Europe & Central Asia
#C49A00	70.179512195122	1.828	52	Europe & Central Asia
#C49A00	70.0175609756098	1.703	52	Europe & Central Asia
#C49A00	70.7073170731707	1.593	52	Europe & Central Asia
#C49A00	71.2236585365854	1.504	52	Europe & Central Asia
#C49A00	71.1348780487805	1.625	52	Europe & Central Asia
#C49A00	71.6736585365854	1.688	52	Europe & Central Asia
#C49A00	71.6585365853659	2.55	53	Europe & Central Asia
#C49A00	71.9073170731707	2.47	53	Europe & Central Asia
#C49A00	72.1073170731707	2.38	53	Europe & Central Asia
#C49A00	72.3560975609756	2.28	53	Europe & Central Asia
#C49A00	72.6048780487805	2.18	53	Europe & Central Asia
#C49A00	72.8536585365854	2.09	53	Europe & Central Asia
#C49A00	67.1497073170732	2.595	54	Europe & Central Asia
#C49A00	67.4566829268293	2.588	54	Europe & Central Asia
#C49A00	67.7671707317073	2.579	54	Europe & Central Asia
#C49A00	68.0801463414634	2.563	54	Europe & Central Asia
#C49A00	68.3911219512195	2.537	54	Europe & Central Asia
#C49A00	68.6816097560976	2.502	54	Europe & Central Asia
#C49A00	70.6409024390244	2.03	55	Europe & Central Asia
#C49A00	70.6964634146342	1.92	55	Europe & Central Asia
#C49A00	70.7942682926829	1.71	55	Europe & Central Asia
#C49A00	70.9418048780488	1.54	55	Europe & Central Asia
#C49A00	71.1411219512195	1.51	55	Europe & Central Asia
#C49A00	71.3867804878049	1.45	55	Europe & Central Asia
#C49A00	71.694	2.337	56	Europe & Central Asia
#C49A00	71.9611463414634	2.295	56	Europe & Central Asia
#C49A00	72.2271463414634	2.315	56	Europe & Central Asia
#C49A00	72.4914634146341	2.28	56	Europe & Central Asia
#C49A00	72.7565609756098	2.39	56	Europe & Central Asia
#C49A00	73.0244634146342	2.365	56	Europe & Central Asia
#C49A00	69.1646341463415	1.97	58	Europe & Central Asia
#C49A00	69.0524390243903	1.915	58	Europe & Central Asia
#C49A00	69.6646341463415	1.931	58	Europe & Central Asia
#C49A00	69.5180487804878	1.93	58	Europe & Central Asia
#C49A00	69.2480487804878	2.27	58	Europe & Central Asia
#C49A00	69.29	2.35	58	Europe & Central Asia
#C49A00	73.9339024390244	2.793	59	Europe & Central Asia
#C49A00	73.5704878048781	2.875	59	Europe & Central Asia
#C49A00	74.4558536585366	3.088	59	Europe & Central Asia
#C49A00	74.4509756097561	2.948	59	Europe & Central Asia
#C49A00	74.5117073170732	2.66	59	Europe & Central Asia
#C49A00	75.5787804878049	2.613	59	Europe & Central Asia
#C49A00	70.9962195121951	3.93	60	Europe & Central Asia
#C49A00	71.0813658536585	3.975	60	Europe & Central Asia
#C49A00	71.1745853658537	3.874	60	Europe & Central Asia
#C49A00	71.2808780487805	3.74	60	Europe & Central Asia
#C49A00	71.4032926829268	3.617	60	Europe & Central Asia
#C49A00	71.5462926829268	3.396	60	Europe & Central Asia
#C49A00	71.5587804878049	2.425	62	Europe & Central Asia
#C49A00	71.8068292682927	2.411	62	Europe & Central Asia
#C49A00	72.0753658536586	2.359	62	Europe & Central Asia
#C49A00	72.0263414634146	2.339	62	Europe & Central Asia
#C49A00	72.7343902439025	2.331	62	Europe & Central Asia
#C49A00	72.6473170731708	2.208	62	Europe & Central Asia
#C49A00	62.1975609756098	3.538	63	Europe & Central Asia
#C49A00	62.4845609756098	3.489	63	Europe & Central Asia
#C49A00	62.7415609756098	3.44	63	Europe & Central Asia
#C49A00	62.9765609756098	3.385	63	Europe & Central Asia
#C49A00	63.1935609756098	3.32	63	Europe & Central Asia
#C49A00	63.4055365853659	3.249	63	Europe & Central Asia
#C49A00	60.2213414634146	4.892	65	Europe & Central Asia
#C49A00	60.5303414634146	4.815	65	Europe & Central Asia
#C49A00	60.8103414634146	4.724	65	Europe & Central Asia
#C49A00	61.0663414634146	4.615	65	Europe & Central Asia
#C49A00	61.3053414634146	4.492	65	Europe & Central Asia
#C49A00	61.5363170731707	4.365	65	Europe & Central Asia
#C49A00	69.8353658536586	1.96	66	Europe & Central Asia
#C49A00	70.1646341463415	2	66	Europe & Central Asia
#C49A00	69.8787804878049	2	66	Europe & Central Asia
#C49A00	69.8134146341464	1.98	66	Europe & Central Asia
#C49A00	69.7409756097561	1.97	66	Europe & Central Asia
#C49A00	68.9253658536585	1.96	66	Europe & Central Asia
#C49A00	70.8043902439024	2.37	68	Europe & Central Asia
#C49A00	71.7353658536586	2.38	68	Europe & Central Asia
#C49A00	71.0246341463415	2.33	68	Europe & Central Asia
#C49A00	71.3321951219512	2.25	68	Europe & Central Asia
#C49A00	71.2441463414634	2.21	68	Europe & Central Asia
#C49A00	70.8673170731707	2.19	68	Europe & Central Asia
#C49A00	69.8755609756098	1.98	69	Europe & Central Asia
#C49A00	69.9779024390244	1.92	69	Europe & Central Asia
#C49A00	70.1051463414634	1.72	69	Europe & Central Asia
#C49A00	70.2614146341463	1.52	69	Europe & Central Asia
#C49A00	70.4477804878049	1.55	69	Europe & Central Asia
#C49A00	70.6633902439025	1.55	69	Europe & Central Asia
#C49A00	66.3329268292683	3.086	70	Europe & Central Asia
#C49A00	66.8173170731707	2.978	70	Europe & Central Asia
#C49A00	67.3048048780488	2.877	70	Europe & Central Asia
#C49A00	67.7919756097561	2.789	70	Europe & Central Asia
#C49A00	68.2669024390244	2.714	70	Europe & Central Asia
#C49A00	68.7046097560976	2.653	70	Europe & Central Asia
#C49A00	64.8251951219512	2.582	71	Europe & Central Asia
#C49A00	64.9178536585366	2.56	71	Europe & Central Asia
#C49A00	64.9733658536585	2.542	71	Europe & Central Asia
#C49A00	65.0038048780488	2.523	71	Europe & Central Asia
#C49A00	65.0157317073171	2.503	71	Europe & Central Asia
#C49A00	65.0076829268293	2.483	71	Europe & Central Asia
#C49A00	68.8773902439024	2.384	73	Europe & Central Asia
#C49A00	69.5611463414634	2.375	73	Europe & Central Asia
#C49A00	70.2130975609756	2.37	73	Europe & Central Asia
#C49A00	70.8292926829268	2.37	73	Europe & Central Asia
#C49A00	71.3997804878049	2.373	73	Europe & Central Asia
#C49A00	71.9150731707317	2.375	73	Europe & Central Asia
#C49A00	73.5856097560976	2.572	74	Europe & Central Asia
#C49A00	73.809512195122	2.362	74	Europe & Central Asia
#C49A00	73.7270731707317	2.151	74	Europe & Central Asia
#C49A00	74.1439024390244	1.904	74	Europe & Central Asia
#C49A00	74.5368292682927	1.773	74	Europe & Central Asia
#C49A00	74.4987804878049	1.664	74	Europe & Central Asia
#C49A00	74.0880487804878	2.503	75	Europe & Central Asia
#C49A00	74.1792682926829	2.498	75	Europe & Central Asia
#C49A00	74.3446341463415	2.372	75	Europe & Central Asia
#C49A00	74.4421951219512	2.238	75	Europe & Central Asia
#C49A00	74.7536585365854	2.137	75	Europe & Central Asia
#C49A00	74.8175609756098	1.991	75	Europe & Central Asia
#C49A00	69.8682926829268	2.2	76	Europe & Central Asia
#C49A00	69.6121951219512	2.25	76	Europe & Central Asia
#C49A00	70.6658536585366	2.235	76	Europe & Central Asia
